season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2016,REG,0,Charles Clay,TE,BUF,5.91469696969697,2.9838895011323423,8.386436781609195,15.505618932657816,57,87,65.51724137931035,552.0,4,3.301578947368421,4.227583791080095,-0.9260048437116737,00-0028112,Charles,Clay,85,C.Clay
2016,REG,0,Travis Kelce,TE,KC,5.856979166666666,2.951007312146734,6.951452991452991,20.80182104172794,85,117,72.64957264957265,1125.0,4,7.808235294117647,6.626935864786441,1.1812994293312062,00-0030506,Travis,Kelce,87,T.Kelce
2016,REG,0,Jimmy Graham,TE,SEA,5.831358024691358,2.7336437460144496,10.235052631578947,18.967592421000067,65,95,68.42105263157895,923.0,6,4.932307692307693,5.363517432030498,-0.43120973972280563,00-0027696,Jimmy,Graham,88,J.Graham
2016,REG,0,Eric Ebron,TE,DET,5.77358208955224,2.6384070802981565,8.427529411764706,15.170266836086402,61,85,71.76470588235294,711.0,1,4.204426229508197,4.717125816423376,-0.5126995869151791,00-0031387,Eric,Ebron,85,E.Ebron
2016,REG,0,Trey Burton,TE,PHI,5.773333333333333,3.1869497163075846,7.772166666666667,9.600363979231775,37,60,61.66666666666667,327.0,1,3.4959459459459468,3.971191149853081,-0.47524520390713443,00-0030710,Trey,Burton,47,T.Burton
2016,REG,0,Dennis Pitta,TE,BAL,5.682278481012659,2.894067678993194,6.427851239669422,14.812691641114517,86,121,71.07438016528926,729.0,2,3.5194186046511624,4.133686698370624,-0.614268093719462,00-0027714,Dennis,Pitta,88,D.Pitta
2016,REG,0,Vance McDonald,TE,SF,5.597692307692308,2.5161572808429864,10.529555555555557,11.139688682106392,24,45,53.333333333333336,391.0,4,8.739583333333334,6.4701951891163745,2.2693881442169594,00-0030470,Vance,McDonald,89,V.McDonald
2016,REG,0,Jordan Reed,TE,WAS,5.590000000000001,3.3045504790509606,8.209438202247192,12.797119141907833,66,89,74.15730337078652,686.0,6,3.847121212121212,4.006414279793896,-0.1592930676726838,00-0030472,Jordan,Reed,86,J.Reed
2016,REG,0,Jason Witten,TE,DAL,5.555873015873017,2.9891547007342023,6.9331578947368415,15.692866315791981,69,95,72.63157894736842,673.0,3,3.392753623188406,3.6573193414498,-0.2645657182613941,00-0022127,Christopher,Witten,82,J.Witten
2016,REG,0,Lance Kendricks,TE,LAR,5.545692307692308,2.5764107015080966,5.385862068965517,10.978421311590635,50,87,57.47126436781609,499.0,2,5.199200000000001,5.0896807570991855,0.1095192429008156,00-0027985,Lance,Kendricks,88,L.Kendricks
