season,player_display_name,player_position,player_gsis_id,avg_intended_air_yards,avg_time_to_throw,avg_completed_air_yards,total_weeks
2022,Aaron Rodgers,QB,00-0023459,8.014702771493727,2.7010709099449435,5.128770128558283,18
2024,Aaron Rodgers,QB,00-0023459,6.73260863072241,2.6894221341147673,4.587405837973355,18
2016,Derek Anderson,QB,00-0023645,9.25281055900621,2.582692546583851,8.576062091503267,2
2018,Derek Anderson,QB,00-0023645,8.494379652605458,2.625678246484698,6.630045454545455,2
2016,Matt Cassel,QB,00-0023662,8.558189102564102,2.5740833333333333,7.5221634615384625,2
2017,Matt Cassel,QB,00-0023662,7.337187499999999,2.5382187500000004,4.8757142857142854,1
2016,Ryan Fitzpatrick,QB,00-0023682,10.072448774277108,2.463002946977705,7.4768949919677326,12
2017,Ryan Fitzpatrick,QB,00-0023682,8.86926901686183,2.672473060366496,6.760450924688057,6
2018,Ryan Fitzpatrick,QB,00-0023682,10.26823214960288,2.672510649819918,8.876671052625847,9
2019,Ryan Fitzpatrick,QB,00-0023682,9.093030375777355,2.629654831421374,7.0570744802913055,15
2020,Ryan Fitzpatrick,QB,00-0023682,7.819372440808432,2.3929296780184903,6.249238701980159,9
2016,Jay Cutler,QB,00-0024226,9.288478316635391,2.7230585834416043,7.864643352093924,6
2017,Jay Cutler,QB,00-0024226,7.929683792939999,2.571586284556598,5.403753688211976,13
2016,Charlie Whitehurst,QB,00-0024296,11.522083333333335,3.0832916666666663,10.734285714285713,1
2016,Drew Stanton,QB,00-0025430,12.756785714285721,2.9241428571428574,7.213636363636366,1
2017,Drew Stanton,QB,00-0025430,10.473632716996878,2.765443148747255,7.279668987341772,5
2016,Matt Moore,QB,00-0025708,8.738195261437909,2.5736910130718953,7.255276580459771,4
2017,Matt Moore,QB,00-0025708,8.332145562770563,2.5214748376623373,6.87815782018493,4
2019,Matt Moore,QB,00-0025708,7.314319327731092,2.552996732026144,5.9402944444444445,3
2016,Matt Ryan,QB,00-0026143,9.21045438734885,2.6446616284791147,7.485896687999544,20
2017,Matt Ryan,QB,00-0026143,8.530005245229438,2.739638595487301,6.167524143694491,19
2018,Matt Ryan,QB,00-0026143,8.654600730100038,2.670988665673439,6.6016671531621345,17
2019,Matt Ryan,QB,00-0026143,8.338889788923746,2.768513300239655,6.899958104761699,16
2020,Matt Ryan,QB,00-0026143,8.910093769851327,2.8814829259976995,7.223722039112454,17
2021,Matt Ryan,QB,00-0026143,7.286756137142892,2.7962969412146417,5.875535254577987,18
