,wins,losses,win_loss_perc,points,points_opp,points_diff,mov,total_yards,plays_offense,yds_per_play_offense,turnovers,first_down,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_net_yds_per_att,pass_fd,rush_att,rush_yds,rush_yds_per_att,rush_fd,penalties,pen_fd,score_pct,exp_pts_tot
670,9,8,0.529,364,402,-38,-2.2,5490,995,5.5,17,317,371,575,3910,23,12,6.4,189,382,1580,4.1,93,111,35,38.8,62.33
