carries,rushing_yards,rushing_tds,rushing_first_downs,receptions,targets,receiving_yards,receiving_yards_after_catch,receiving_first_downs,target_share,wopr_x,fantasy_points_ppr,tgt_sh,yac_sh,wopr_y,ry_sh,yptmpa,ppr_sh,player_id,player_name,season,team
32,145.0,0,6.0,10,20,54.0,63.0,4.0,0.5395441670139354,0.8484794472529558,29.9,0.072463768115942,0.1022727272727272,0.1151503270671261,0.0345932094811018,0.1956521739130435,0.057462428412192,00-0033854,Dare Ogunbowale,2020,JAX
43,137.0,1,5.0,13,21,114.0,100.0,3.0,0.6263065083187034,1.0230932297156623,50.1,0.0588235294117647,0.1013171225937183,0.0973428960273055,0.0513282305267897,0.3193277310924369,0.0696181424045356,00-0033854,Dare Ogunbowale,2021,JAX
42,123.0,1,10.0,20,26,104.0,124.0,5.0,0.7129796619928199,1.0481100895404258,48.7,0.0664961636828644,0.0985691573926868,0.0967932059535388,0.0426229508196721,0.2659846547314578,0.062773910801753,00-0033854,Dare Ogunbowale,2022,HOU
8,35.0,0,2.0,2,7,18.0,5.0,0.0,0.2030228758169934,0.3760851857005368,7.300000000000001,0.0318181818181818,0.0077279752704791,0.0615511300293908,0.0126404494382022,0.0818181818181818,0.0155431588808925,00-0033854,Dare Ogunbowale,2023,HOU
268,1040.0,9,46.0,36,48,302.0,303.0,15.0,1.5138742795968962,2.2938401057688496,230.2,0.1108545034642032,0.2136812411847672,0.1703221592367089,0.1078186362013566,0.6974595842956121,0.22138021234036,00-0033856,Leonard Fournette,2017,JAX
133,439.0,5,23.0,22,26,185.0,213.0,10.0,1.0535072779477537,1.5108767923799944,120.4,0.1106382978723404,0.2350993377483443,0.1586467418476751,0.1185137732222934,0.7872340425531915,0.2130068643408109,00-0033856,Leonard Fournette,2018,JAX
265,1152.0,3,55.0,76,100,522.0,558.0,23.0,2.861274091678886,4.355229179236471,259.4,0.1818181818181818,0.3161473087818697,0.275181260457334,0.1400214592274678,0.9490909090909092,0.2110624725390961,00-0033856,Leonard Fournette,2019,JAX
97,367.0,6,21.0,36,47,233.0,235.0,9.0,1.1900241961270366,1.7940569489864375,132.0,0.096311475409836,0.1514175257731958,0.1457504395125542,0.0614451476793248,0.4774590163934426,0.0994590033002305,00-0033856,Leonard Fournette,2020,TB
180,812.0,8,45.0,69,84,454.0,449.0,30.0,2.0186469354625944,3.1576043175445707,255.6,0.1374795417348608,0.2052102376599634,0.2157114025273537,0.1028312570781427,0.7430441898527005,0.1624197750524242,00-0033856,Leonard Fournette,2021,TB
189,668.0,3,39.0,73,83,523.0,563.0,26.0,1.856190727157182,2.6597366799205218,226.1,0.1172316384180791,0.2561419472247497,0.1676311507732096,0.1162222222222222,0.7387005649717514,0.1549479166666666,00-0033856,Leonard Fournette,2022,TB
12,40.0,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0210814799198903,00-0033856,Leonard Fournette,2023,BUF
74,354.0,2,15.0,11,16,90.0,104.0,3.0,0.4910984848484848,0.7162698239965241,65.4,0.1203007518796992,0.254278728606357,0.1752223696496142,0.0817438692098092,0.6766917293233082,0.1840490797546012,00-0033893,Dalvin Cook,2017,MIN
133,615.0,2,22.0,40,49,305.0,373.0,15.0,1.455244954841729,1.9068124326319225,152.0,0.1228070175438596,0.2817220543806646,0.1601222024616576,0.1063458856345885,0.7644110275689223,0.1487396273680914,00-0033893,Dalvin Cook,2018,MIN
250,1135.0,13,60.0,53,63,519.0,591.0,26.0,2.335440234522548,3.156814167122545,292.4,0.1525423728813559,0.3396551724137931,0.2049556913017293,0.1490950876185004,1.2566585956416465,0.2244844688070999,00-0033893,Dalvin Cook,2019,MIN
312,1557.0,16,91.0,44,54,361.0,438.0,17.0,1.8632379229164924,2.214253300562627,337.8,0.1227272727272727,0.2756450597860289,0.1621605835626395,0.1026442991185669,0.8204545454545454,0.2447861563211061,00-0033893,Dalvin Cook,2020,MIN
249,1159.0,6,57.0,34,49,224.0,278.0,9.0,1.4626383593656191,1.956091774552764,206.3,0.108167770419426,0.1975835110163468,0.1452074269344249,0.0700656865811698,0.4944812362030905,0.1722065476886091,00-0033893,Dalvin Cook,2021,MIN
264,1173.0,8,50.0,39,56,295.0,331.0,16.0,1.4740606455216956,2.097274561853916,237.8,0.0833333333333333,0.1565011820330969,0.1195762711864406,0.0612287256122872,0.4389880952380952,0.1425129747935419,00-0033893,Dalvin Cook,2022,MIN
67,214.0,0,10.0,15,20,78.0,106.0,3.0,0.6719249069249069,0.8975707329536577,40.2,0.0410677618069815,0.0767559739319333,0.0564083037322052,0.0276106194690265,0.1601642710472279,0.0458067456700091,00-0033893,Dalvin Cook,2023,BAL
178,626.0,4,35.0,30,34,287.0,313.0,9.0,1.245224455057595,1.7357954107826363,141.3,0.0764044943820224,0.196608040201005,0.1077312217504664,0.093607305936073,0.6449438202247191,0.1331210431112451,00-0033897,Joe Mixon,2017,CIN
237,1168.0,8,60.0,43,55,296.0,333.0,14.0,1.7550123598828042,2.508344611371754,243.4,0.1208791208791208,0.2450331125827814,0.1815390669936124,0.1027777777777777,0.6505494505494506,0.2229141862807949,00-0033897,Joe Mixon,2018,CIN
278,1137.0,5,56.0,35,45,287.0,331.0,14.0,1.2267738119375329,1.80573989870612,225.4,0.073051948051948,0.1888191671420422,0.1092593239098615,0.07185778668002,0.4659090909090909,0.1793358051016023,00-0033897,Joe Mixon,2019,CIN
119,428.0,3,20.0,21,26,138.0,171.0,5.0,0.7205817560580856,1.0150164857911037,99.6,0.1056910569105691,0.250733137829912,0.1474731614268932,0.085343228200371,0.5609756097560976,0.1888223250170622,00-0033897,Joe Mixon,2020,CIN
292,1205.0,13,60.0,42,48,314.0,318.0,11.0,1.484186980005193,2.149160077166321,287.9,0.091254752851711,0.1375432525951557,0.1353701992043324,0.067237687366167,0.596958174904943,0.1798138779589032,00-0033897,Joe Mixon,2021,CIN
210,814.0,7,47.0,60,75,441.0,468.0,17.0,1.9769494035838655,2.8832377795372297,239.5,0.1383763837638376,0.2459274829217025,0.2043187006119453,0.1112512613521695,0.8136531365313653,0.1683347859090781,00-0033897,Joe Mixon,2022,CIN
257,1034.0,9,59.0,52,64,376.0,463.0,14.0,1.8546761149303224,2.3850142183477594,267.0,0.1040650406504065,0.1955236486486486,0.1325802840287299,0.0883251115809255,0.6113821138211382,0.1793535212402934,00-0033897,Joe Mixon,2023,CIN
120,728.0,8,40.0,81,100,826.0,683.0,38.0,3.044877882129322,5.285237713096901,320.4,0.1865671641791045,0.2883073026593499,0.3362745098039216,0.1905860636825103,1.541044776119403,0.2067416890357216,00-0033906,Alvin Kamara,2017,NO
194,883.0,14,57.0,81,105,709.0,642.0,31.0,3.0879682607387227,5.028030926107394,354.2,0.2112676056338028,0.3479674796747967,0.3591805166257661,0.1748027613412228,1.4265593561368208,0.225470100704037,00-0033906,Alvin Kamara,2018,NO
171,797.0,5,32.0,81,97,533.0,557.0,28.0,2.840463180077586,4.284142730471949,248.52,0.194,0.2945531464833421,0.2974436183395291,0.1411172888535875,1.066,0.1784344979106535,00-0033906,Alvin Kamara,2019,NO
187,932.0,16,58.0,83,107,756.0,731.0,35.0,3.25069350731934,4.967339075814993,377.8,0.2183673469387755,0.399890590809628,0.3432681127460807,0.2019230769230769,1.542857142857143,0.2561251745691701,00-0033906,Alvin Kamara,2020,NO
240,898.0,4,42.0,47,67,439.0,437.0,20.0,2.6442744996549346,4.254915558388619,234.7,0.1876750700280112,0.3561532192339038,0.3045492542566765,0.1765178930438279,1.2296918767507004,0.2409453022339027,00-0033906,Alvin Kamara,2021,NO
223,897.0,2,40.0,57,77,490.0,461.0,17.0,2.6896266332329666,4.21143776077749,211.7,0.1734234234234234,0.3065159574468085,0.2758976182660393,0.1401201029453817,1.1036036036036037,0.1750049599894186,00-0033906,Alvin Kamara,2022,NO
180,694.0,5,42.0,75,86,466.0,501.0,23.0,2.410359176511542,3.633763426597676,233.0,0.1814345991561181,0.3412806539509537,0.2731919403358412,0.1449004975124378,0.9831223628691984,0.2017246155977282,00-0033906,Alvin Kamara,2023,NO
272,1327.0,8,60.0,53,63,455.0,411.0,18.0,1.9289077882003849,3.1678323140518514,295.2,0.1160220994475138,0.1922357343311506,0.1936615436448295,0.105177993527508,0.8379373848987108,0.2001437346603929,00-0033923,Kareem Hunt,2017,KC
181,824.0,7,46.0,26,35,378.0,338.0,17.0,0.9982776642826838,1.654390112372321,230.2,0.0895140664961636,0.1818181818181818,0.1496513655061906,0.1041896361631753,0.9667519181585678,0.1758164543427122,00-0033923,Kareem Hunt,2018,KC
43,179.0,2,8.0,37,44,285.0,276.0,17.0,1.3378110975112198,2.0978410454516383,101.4,0.1654135338345864,0.3293556085918854,0.2595116758535883,0.1484375,1.0714285714285714,0.145480631276901,00-0033923,Kareem Hunt,2019,CLE
198,841.0,6,44.0,38,51,304.0,280.0,19.0,1.717993612138349,2.7725685553485184,218.5,0.1017964071856287,0.1991465149359886,0.1661003223668311,0.0821399621723858,0.6067864271457086,0.1516792313993363,00-0033923,Kareem Hunt,2020,CLE
78,386.0,5,22.0,22,27,174.0,174.0,11.0,0.926740366150168,1.4165693455287494,110.0,0.110204081632653,0.1895424836601307,0.1667646456941938,0.0907668231611893,0.710204081632653,0.159102085683705,00-0033923,Kareem Hunt,2021,CLE
123,468.0,3,30.0,35,44,210.0,235.0,11.0,1.561604889681265,2.292135590692768,126.8,0.0814814814814814,0.1475204017576899,0.1200663722334506,0.0566037735849056,0.3888888888888889,0.0921913625127235,00-0033923,Kareem Hunt,2022,CLE
135,411.0,9,38.0,15,21,84.0,98.0,5.0,0.5963524088016859,0.8870223940864337,118.5,0.0378378378378378,0.0579196217494089,0.0557075764288879,0.0231916068470458,0.1513513513513513,0.0962334941285387,00-0033923,Kareem Hunt,2023,CLE
78,327.0,2,13.0,6,8,83.0,66.0,4.0,0.2418691222570533,0.3888153381725601,57.0,0.0267558528428093,0.0820895522388059,0.0439035537509188,0.0409068506653523,0.2775919732441471,0.0744747569771088,00-0033925,D'Onta Foreman,2017,HOU
7,-1.0,0,0.0,2,2,28.0,10.0,1.0,0.05,0.1051435406698564,10.7,0.05,0.1470588235294117,0.1094497607655502,0.0825958702064896,0.7,0.0949760340848571,00-0033925,D'Onta Foreman,2018,HOU
22,95.0,0,6.0,1,1,5.0,3.0,1.0,0.037037037037037,0.0626621545403271,17.0,0.0075757575757575,0.0061855670103092,0.0129080379080379,0.0048780487804878,0.0378787878787878,0.0390445567294441,00-0033925,D'Onta Foreman,2020,TEN
133,566.0,3,22.0,9,11,123.0,124.0,6.0,0.3642176314970432,0.537610571326689,93.9,0.0407407407407407,0.148859543817527,0.0606896147992038,0.0710161662817552,0.4555555555555555,0.1345696351285505,00-0033925,D'Onta Foreman,2021,TEN
203,914.0,5,45.0,5,9,26.0,27.0,1.0,0.367773937532002,0.5908371879989855,131.0,0.0208333333333333,0.0170025188916876,0.0304914664981036,0.0084525357607282,0.0601851851851851,0.1186443748075425,00-0033925,D'Onta Foreman,2022,CAR
109,425.0,4,24.0,11,16,77.0,65.0,6.0,0.5139678471575023,0.7691585129130579,91.2,0.0559440559440559,0.0723830734966592,0.0927862000723669,0.0455351862803075,0.2692307692307692,0.1425133606275588,00-0033925,D'Onta Foreman,2023,CHI
153,556.0,4,32.0,25,34,262.0,256.0,12.0,1.0479998893327094,1.6918030213323147,142.8,0.068,0.1411245865490628,0.1135254237288135,0.0801223241590214,0.524,0.1193082128832818,00-0033948,Jamaal Williams,2017,GB
121,464.0,3,25.0,27,41,210.0,229.0,11.0,0.9463164525666936,1.4775670278915416,114.4,0.0640625,0.1042330450614474,0.1004699631639315,0.0453661697990926,0.328125,0.0744423332205419,00-0033948,Jamaal Williams,2018,GB
107,460.0,1,23.0,39,45,253.0,279.0,16.0,1.3782994215226403,1.9665552049634691,146.3,0.0929752066115702,0.1601607347876004,0.1326611094922491,0.0732060185185185,0.5227272727272727,0.1162642846925314,00-0033948,Jamaal Williams,2019,GB
119,505.0,2,29.0,31,35,236.0,219.0,11.0,1.0283082315330332,1.5789484484301055,127.1,0.0744680851063829,0.1090094574415131,0.1157793808784585,0.0627159181504119,0.502127659574468,0.0846137459057864,00-0033948,Jamaal Williams,2020,GB
153,601.0,3,42.0,26,28,157.0,156.0,6.0,0.7755349523469072,1.183131020154215,119.8,0.0597014925373134,0.0913884007029877,0.0922012454284867,0.0503689444979146,0.3347547974413646,0.1079298726103172,00-0033948,Jamaal Williams,2021,DET
262,1066.0,17,65.0,12,16,73.0,65.0,4.0,0.4465650550214939,0.7260254446242194,225.9,0.0272108843537414,0.0284463894967177,0.0464269674012289,0.0164266426642664,0.1241496598639455,0.1378228984905982,00-0033948,Jamaal Williams,2022,DET
106,306.0,1,19.0,18,20,62.0,87.0,1.0,0.6461915218938545,0.881863041497126,60.8,0.043859649122807,0.0629067245119305,0.0598667975120141,0.0185573181682131,0.1359649122807017,0.0501344063855401,00-0033948,Jamaal Williams,2023,NO
111,476.0,0,19.0,34,48,193.0,201.0,8.0,1.2631079033988482,1.9685104175551469,104.9,0.0977596741344195,0.1483394833948339,0.1510901370708922,0.067600700525394,0.3930753564154786,0.106066734074823,00-0033950,Wayne Gallman,2017,NYG
51,176.0,1,7.0,14,22,89.0,81.0,5.0,0.6593455777665308,1.0881974849115437,44.5,0.0474137931034482,0.0453020134228187,0.0780481306823446,0.0262227460223924,0.1918103448275862,0.037732329398996,00-0033950,Wayne Gallman,2018,NYG
29,110.0,2,6.0,11,15,102.0,104.0,4.0,0.4187373653718015,0.725716073989351,48.2,0.0421348314606741,0.09004329004329,0.0727005237134164,0.044232437120555,0.2865168539325842,0.0594298678240284,00-0033950,Wayne Gallman,2019,NYG
147,682.0,6,36.0,21,27,114.0,100.0,6.0,0.8769593305459715,1.316938918047507,136.6,0.0589519650655021,0.0872600349040139,0.0906588455346726,0.0382165605095541,0.2489082969432314,0.1350175938006563,00-0033950,Wayne Gallman,2020,NYG
28,104.0,0,5.0,1,3,21.0,20.0,1.0,0.099074074074074,0.1583195819581958,13.500000000000002,0.0138888888888888,0.0392927308447937,0.0231401384083045,0.0145833333333333,0.0972222222222222,0.0280840441023507,00-0033950,Wayne Gallman,2021,MIN
93,358.0,3,21.0,21,33,225.0,283.0,10.0,1.1331275140704404,1.4972763350736744,103.3,0.076036866359447,0.1965277777777777,0.0986141230685822,0.0800711743772242,0.5184331797235023,0.112221618685497,00-0033951,Marlon Mack,2017,IND
195,908.0,9,50.0,17,26,103.0,122.0,3.0,0.7930569558709075,1.0833182145553824,178.1,0.0606060606060606,0.0850767085076708,0.0850785412583165,0.0313737435272616,0.2400932400932401,0.1440216072843719,00-0033951,Marlon Mack,2018,IND
247,1091.0,8,67.0,14,17,82.0,80.0,2.0,0.5897435897435898,0.8525661647051458,181.3,0.0379464285714285,0.0556715379262352,0.0558161945812807,0.0286113049546406,0.1830357142857142,0.1598004477585629,00-0033951,Marlon Mack,2019,IND
4,26.0,0,2.0,3,3,30.0,31.0,1.0,0.0652173913043478,0.095403941627802,8.600000000000001,0.0652173913043478,0.1462264150943396,0.0950579208665563,0.0826446280991735,0.6521739130434783,0.0799107972495818,00-0033951,Marlon Mack,2020,IND
28,101.0,0,6.0,2,5,8.0,4.0,0.0,0.1498949579831932,0.2655764795279814,12.9,0.0335570469798657,0.0072992700729927,0.0608705498936669,0.0062745098039215,0.0536912751677852,0.0276349614395886,00-0033951,Marlon Mack,2021,IND
16,84.0,1,4.0,8,10,99.0,114.0,2.0,0.3318944080315489,0.4217595928607395,38.3,0.0617283950617283,0.2266401590457256,0.0828216002261803,0.0942857142857142,0.6111111111111112,0.1022151054176674,00-0033951,Marlon Mack,2022,DEN
2,4.0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0026479544551833,00-0033955,Jeremy McNichols,2018,TEN
47,204.0,1,8.0,12,17,55.0,51.0,0.0,0.5341357379515587,0.7852089907783577,43.9,0.037117903930131,0.0347648261758691,0.0573821583199233,0.0152354570637119,0.1200873362445414,0.0293920728441349,00-0033955,Jeremy McNichols,2020,TEN
41,156.0,0,6.0,28,38,240.0,255.0,11.0,1.1227927495784638,1.7013785851570336,73.60000000000001,0.0947630922693266,0.1778242677824267,0.1415842180887536,0.0849256900212314,0.5985037406483791,0.0676632283450089,00-0033955,Jeremy McNichols,2021,TEN
192,1037.0,9,49.0,35,47,241.0,298.0,12.0,1.2931923386931876,1.79485226999792,222.8,0.087037037037037,0.1743709771796372,0.122002596828554,0.0662451896646509,0.4462962962962963,0.1738153562902747,00-0034109,Phillip Lindsay,2018,DEN
224,1011.0,7,38.0,35,48,196.0,243.0,9.0,1.6224816893168554,2.1961019718273667,197.7,0.0952380952380952,0.1428571428571428,0.1267299424028555,0.0576301087915319,0.3888888888888889,0.1715639481403058,00-0034109,Phillip Lindsay,2019,DEN
118,502.0,1,19.0,7,14,28.0,39.0,1.0,0.4039473684210526,0.5421224803968119,66.0,0.0389972144846796,0.0353581142339075,0.0569514201826179,0.0120533792509685,0.0779944289693593,0.0798818716564595,00-0034109,Phillip Lindsay,2020,DEN
88,249.0,1,11.0,4,5,45.0,53.0,1.0,0.1408991228070175,0.183890962115373,45.4,0.0113636363636363,0.0394052044609665,0.0142945949018159,0.0157232704402515,0.1022727272727272,0.0470086355070512,00-0034109,Phillip Lindsay,2021,MIA
15,49.0,0,1.0,6,8,19.0,11.0,0.0,0.2003968253968253,0.3452179277488802,14.8,0.0625,0.0280612244897959,0.1118833333333333,0.02557200538358,0.1484375,0.0611772486772486,00-0034109,Phillip Lindsay,2022,IND
66,266.0,0,13.0,12,15,98.0,97.0,5.0,0.397580591476587,0.5869433360536476,44.400000000000006,0.0704225352112676,0.1026455026455026,0.1056338028169014,0.0555240793201133,0.460093896713615,0.0852698290762435,00-0034115,Jeff Wilson,2018,SF
27,105.0,4,9.0,3,5,34.0,21.0,1.0,0.1822629908368448,0.3258994134925058,46.900000000000006,0.0223214285714285,0.0195712954333644,0.0397484613950018,0.0163934426229508,0.1517857142857142,0.0589151571489586,00-0034115,Jeff Wilson,2019,SF
126,600.0,7,31.0,13,28,133.0,111.0,8.0,0.807861975422951,1.3590384305667138,142.3,0.0719794344473007,0.074949358541526,0.1234295533382493,0.0453460620525059,0.3419023136246786,0.1382331798488469,00-0034115,Jeffery Wilson,2020,SF
79,294.0,2,19.0,7,8,31.0,43.0,1.0,0.3075091575091575,0.4429004660837727,51.5,0.0479041916167664,0.05375,0.0653363200249867,0.0215128383067314,0.18562874251497,0.0931721966928393,00-0034115,Jeffery Wilson,2021,SF
176,860.0,5,44.0,22,37,185.0,141.0,7.0,1.1785655366628895,1.9733053748901292,158.5,0.0721247563352826,0.0741324921135646,0.1251300442635133,0.0455552819502585,0.3606237816764132,0.1174561299502015,00-0034115,Jeffery Wilson,2022,MIA
41,188.0,0,8.0,14,17,85.0,69.0,3.0,0.5208714896214897,0.926144198528503,41.3,0.0578231292517006,0.0693467336683417,0.1032740197202476,0.0388127853881278,0.2891156462585034,0.0537340619307832,00-0034115,Jeff Wilson,2023,MIA
38,113.0,1,7.0,17,25,144.0,118.0,4.0,0.7847893030476282,1.6156446302945269,48.7,0.0683060109289617,0.1177644710578842,0.1406701511667921,0.0638297872340425,0.3934426229508196,0.0642107483782501,00-0034164,Trenton Cannon,2018,NYJ
10,33.0,0,2.0,3,3,16.0,13.0,1.0,0.105324074074074,0.1665226964769647,7.9,0.0177514792899408,0.0183875530410183,0.0286222314037391,0.0120030007501875,0.0946745562130177,0.018626803734792,00-0034164,Trenton Cannon,2020,CAR
3,4.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0024248302618816,00-0034164,Trenton Cannon,2021,SF
1,0.0,0,0.0,2,3,8.0,6.0,1.0,0.0798701298701298,0.1122061272061272,2.8,0.0252100840336134,0.0148514851485148,0.03443246220264,0.009925558312655,0.0672268907563025,0.0095354856286609,00-0034171,Jason Cabinda,2020,DET
3,23.0,0,2.0,4,7,16.0,8.0,2.0,0.2118270173762164,0.3148836960864375,13.9,0.0288065843621399,0.0103359173126615,0.0463086499454048,0.0107023411371237,0.0658436213991769,0.0229752066115702,00-0034171,Jason Cabinda,2021,DET
1,4.0,0,1.0,1,4,5.0,2.0,1.0,0.1422605363984674,0.2705470364185272,1.9,0.0298507462686567,0.0035714285714285,0.0579074325342982,0.0049407114624505,0.0373134328358208,0.0046242211838006,00-0034171,Jason Cabinda,2022,DET
1,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0034171,Jason Cabinda,2023,DET
137,718.0,2,37.0,2,2,20.0,17.0,1.0,0.0681818181818181,0.1072846604469516,89.8,0.0061728395061728,0.0194508009153318,0.010108215750239,0.0093720712277413,0.0617283950617283,0.1055030781521688,00-0034184,Gus Edwards,2018,BAL
133,711.0,2,46.0,7,7,45.0,45.0,2.0,0.2393405381271913,0.3686641176478847,92.6,0.0159090909090909,0.0310988251554941,0.0238636363636363,0.0134328358208955,0.1022727272727272,0.05940848142683,00-0034184,Gus Edwards,2019,BAL
144,723.0,6,45.0,9,13,129.0,93.0,4.0,0.5073059147968287,0.8643425111212955,128.20000000000002,0.0320197044334975,0.0736925515055467,0.0591312275650013,0.0441932168550873,0.3177339901477832,0.094073791423288,00-0034184,Gus Edwards,2020,BAL
87,433.0,3,30.0,0,2,0.0,0.0,0.0,0.0958333333333333,0.1681079121789561,59.3,0.0079365079365079,0.0,0.0143587496348232,0.0,0.0,0.099510001342462,00-0034184,Gus Edwards,2022,BAL
198,810.0,13,49.0,12,13,180.0,145.0,5.0,0.5504449294421955,0.9227457519288544,187.0,0.0263157894736842,0.0793650793650793,0.0457343836480415,0.0463797990208709,0.3643724696356275,0.1216307628265168,00-0034184,Gus Edwards,2023,BAL
1,4.0,0,0.0,2,2,17.0,14.0,0.0,0.0425438596491228,0.068390952872377,4.1000000000000005,0.0202020202020202,0.0422960725075528,0.0331399097356544,0.0257186081694402,0.1717171717171717,0.0221933528201797,00-0034201,De'Lance Turner,2018,BAL
4,6.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0041881893061566,00-0034201,De'Lance Turner,2019,MIA
11,47.0,0,2.0,2,3,1.0,5.0,0.0,0.0642310070881499,0.0918039021969729,6.800000000000001,0.0116731517509727,0.006150061500615,0.0165778697347876,0.0005399568034557,0.0038910505836575,0.0111005909432237,00-0034208,Mike Boone,2018,MIN
49,273.0,3,9.0,3,4,17.0,26.0,0.0,0.1833333333333333,0.2750395949997171,50.0,0.0310077519379844,0.0648379052369077,0.0420071234024722,0.0195177956371986,0.1317829457364341,0.1429224788474731,00-0034208,Mike Boone,2019,MIN
11,59.0,1,2.0,2,2,10.0,17.0,0.0,0.0571428571428571,0.0683061918001677,14.900000000000002,0.0103626943005181,0.0231923601637107,0.011272493014469,0.0066093853271645,0.0518134715025906,0.0266633262946923,00-0034208,Mike Boone,2020,MIN
4,35.0,0,2.0,2,2,22.0,24.0,1.0,0.0486111111111111,0.0726531620553359,7.7,0.0224719101123595,0.0819112627986348,0.0316026020106445,0.0372250423011844,0.247191011235955,0.0396212822887722,00-0034208,Mike Boone,2021,DEN
24,102.0,0,6.0,9,15,96.0,81.0,2.0,0.508718287849516,0.8859038644029142,28.800000000000004,0.053763440860215,0.0840248962655601,0.0957839333676985,0.0505263157894736,0.3440860215053763,0.0480721081622433,00-0034208,Mike Boone,2022,DEN
5,23.0,0,2.0,7,9,40.0,33.0,2.0,0.2379287888773812,0.3684572853152328,13.3,0.036734693877551,0.0390532544378698,0.0583278472679394,0.0194457948468643,0.1632653061224489,0.0200518634664093,00-0034208,Mike Boone,2023,CAR
8,30.0,0,2.0,2,4,21.0,12.0,0.0,0.0994622173193601,0.1701845150923467,7.100000000000001,0.0198019801980198,0.0186335403726708,0.0343339399062916,0.0134961439588688,0.1039603960396039,0.0135047742229999,00-0034221,Roc Thomas,2018,MIN
0,0.0,0,0.0,9,10,105.0,90.0,4.0,0.3144502030883809,0.5128662696730533,17.5,0.0490196078431372,0.1057579318448883,0.0820257784500049,0.0622775800711743,0.5147058823529411,0.0301703330804772,00-0034253,Dontrell Hilliard,2018,CLE
13,49.0,2,3.0,12,15,92.0,103.0,4.0,0.4473224391624221,0.6574310418127213,38.1,0.070754716981132,0.127633209417596,0.1085607336380612,0.0599348534201954,0.4339622641509434,0.0728907595178878,00-0034253,Dontrell Hilliard,2019,CLE
9,48.0,0,3.0,1,1,2.0,2.0,0.0,0.0384615384615384,0.0576923076923076,6.0,0.0169491525423728,0.0153846153846153,0.0254237288135593,0.0054495912806539,0.0338983050847457,0.0332262709048621,00-0034253,Dontrell Hilliard,2020,HOU
56,350.0,2,15.0,19,26,87.0,108.0,7.0,0.8100665266106443,1.1195141612345765,72.7,0.1203703703703703,0.1809045226130653,0.1694377307821416,0.0632267441860465,0.4027777777777778,0.1297195061023481,00-0034253,Dontrell Hilliard,2021,TEN
22,145.0,0,4.0,21,26,177.0,151.0,8.0,1.1381122549833875,1.7849067176132567,77.2,0.0938628158844765,0.1454720616570327,0.1551127185490645,0.0821345707656612,0.6389891696750902,0.0980192991366175,00-0034253,Dontrell Hilliard,2022,TEN
13,44.0,0,3.0,3,3,27.0,34.0,1.0,0.079656862745098,0.1018140612409347,16.1,0.0263157894736842,0.064516129032258,0.0331886112587866,0.0290322580645161,0.2368421052631578,0.05086887835703,00-0034301,Darrel Williams,2018,KC
41,141.0,3,12.0,15,19,167.0,179.0,7.0,0.559761857144862,0.8356518250203081,67.8,0.0581039755351682,0.1367456073338426,0.0932143837859834,0.0668,0.5107033639143731,0.0782548476454293,00-0034301,Darrel Williams,2019,KC
39,169.0,1,14.0,18,26,116.0,156.0,6.0,0.662795520183991,0.9212675401864944,54.5,0.0499040307101727,0.0794701986754966,0.0705976381291352,0.0294640589281178,0.2226487523992322,0.0378766818636717,00-0034301,Darrel Williams,2020,KC
144,558.0,6,40.0,47,57,452.0,435.0,19.0,1.4976302423950436,2.5039483740503354,196.0,0.0844444444444444,0.1594574780058651,0.1398791540785498,0.0915535750455742,0.6696296296296296,0.1113206261217256,00-0034301,Darrel Williams,2021,KC
21,102.0,1,8.0,4,8,9.0,15.0,0.0,0.1840371117924548,0.204034402173882,21.1,0.0355555555555555,0.0203252032520325,0.0392156862745098,0.0065502183406113,0.04,0.043321151398185,00-0034301,Darrel Williams,2022,ARI
3,5.0,0,2.0,2,2,7.0,4.0,1.0,0.063508064516129,0.1041414008434954,9.2,0.0206185567010309,0.0132450331125827,0.0343417753075919,0.0118043844856661,0.0721649484536082,0.0425099343868404,00-0034311,Johnny Stanton,2021,CLE
56,256.0,0,13.0,26,29,199.0,215.0,10.0,0.7380950908044503,1.026750727719176,89.5,0.0761154855643044,0.1416337285902503,0.1147473223543504,0.0703926423770781,0.5223097112860893,0.0914683999672962,00-0034331,Jaylen Samuels,2018,PIT
66,175.0,1,9.0,47,57,305.0,366.0,19.0,1.841327528567392,2.567214333414053,104.4,0.1334894613583138,0.2629310344827586,0.1893019114422688,0.1147911178020323,0.7142857142857143,0.1204735858201204,00-0034331,Jaylen Samuels,2019,PIT
9,28.0,0,1.0,9,14,46.0,56.0,2.0,0.3534341480160069,0.5232569306578352,16.400000000000002,0.0440251572327044,0.0541586073500967,0.0649209373381212,0.0243515087347803,0.1446540880503144,0.0230998929517155,00-0034331,Jaylen Samuels,2020,PIT
